metric,iteration,n,mean_K0,mean_K5,se_K0,se_K5,mean_delta,dz,ci_lo,ci_hi,p,p_holm,sig,lower_better
mean_turn_len,5,96,482.77197394948604,584.5405178970807,19.98417589749209,21.467064955096216,-101.76854394759464,-0.3489377444099297,-159.45429210135376,-43.637010769992436,0.000519319092290611,0.003115914553743666,**,False
mean_turn_len,6,96,553.4944661287088,618.344579085796,20.6226392711663,19.42748020288246,-64.85011295708709,-0.23568462470191825,-118.58737254748716,-7.513810152414521,0.022412653466036696,0.08965061386414679,,False
mean_turn_len,7,96,574.4053740261551,716.5945683817977,20.783001816243843,19.77156521098382,-142.1891943556426,-0.5446715992048647,-194.64403196554173,-91.49081346105832,6.776534603500801e-07,6.098881143150721e-06,***,False
mean_turn_len,8,96,641.3157040658572,730.6719644553749,18.40000971915483,17.595553993846273,-89.3562603895178,-0.4283740983799625,-131.27060404328108,-49.68341416554524,0.00019624810609828993,0.0015699848487863194,**,False
mean_turn_len,9,96,641.7116912456756,801.897058758978,16.493823948507764,16.962118361866686,-160.1853675133024,-0.7249088709503639,-203.97228748201343,-116.76646494361206,2.924343688220079e-10,3.216778057042087e-09,***,False
mean_turn_len,10,96,686.2022435826648,810.8754777003027,15.90312348289383,16.82554403605544,-124.67323411763793,-0.5548273135600682,-167.58023570590336,-77.28063443076718,1.7776238015906107e-09,1.7776238015906107e-08,***,False
q_per_turn,0,96,0.9299350017404685,0.7659369452286251,0.07869796926568727,0.05761943724228305,0.1639980565118433,0.17193418751009737,-0.013428820807278776,0.35823797491256726,0.26878066992801797,1.0,,False
q_per_turn,1,96,0.8436412836819184,0.7667521515971005,0.07171383966504767,0.05210743574576737,0.07688913208481792,0.08389818944710799,-0.09704663839854688,0.2617183640750485,0.8092524160123407,1.0,,False
q_per_turn,2,96,0.7789213440265588,0.7790279246001962,0.04301856639745447,0.06444828472334684,-0.00010658057363746125,-0.00013798957265632488,-0.1609036223304255,0.15195567303971175,0.7826437042470373,1.0,,False
q_per_turn,3,96,0.8561692167557905,0.822605796071469,0.0643508717959663,0.06773331599121984,0.03356342068432147,0.03731731186043615,-0.14471385643940016,0.2076053457007196,0.5341650995819605,1.0,,False
q_per_turn,4,96,0.7519545682466542,0.7663425481261831,0.05301040313906963,0.10769585455354184,-0.014387979879529047,-0.012523206143267959,-0.27798830250882894,0.17140167050333835,0.25080300863447924,1.0,,False
q_per_turn,5,96,0.8038914673647647,0.7154825530925318,0.0549734952106052,0.07209753870214715,0.08840891427223285,0.09782409587468248,-0.11006125664790056,0.2534754483451444,0.04967193022915868,0.5463912325207455,,False
q_per_turn,6,96,0.7415384222688791,0.9429385580274726,0.09331913220110803,0.10824174348896122,-0.20140013575859375,-0.1464998719587053,-0.47702885125890354,0.05515201066088333,0.062311367930438614,0.6231136793043861,,False
q_per_turn,7,96,0.680289293091056,0.5953564234040241,0.05246052873217576,0.06404687223998892,0.08493286968703201,0.10073116048589897,-0.10333831263963915,0.24447641990993502,0.13081127378103627,1.0,,False
q_per_turn,8,96,0.6748901730994922,0.680816209055268,0.051999200353518175,0.050376076397260494,-0.005926035955775839,-0.008485205684281997,-0.13947348084114816,0.12956758122961567,0.8471551508630242,1.0,,False
q_per_turn,9,96,0.6472497501280396,0.588815447976874,0.04701585158867854,0.041031209288727846,0.05843430215116554,0.10329620803495004,-0.05008817449517429,0.17691603290052882,0.3907343526636431,1.0,,False
q_per_turn,10,96,0.5500776358574346,0.6155634973290339,0.03941049879331219,0.041475552202375844,-0.06548586147159939,-0.11024961502956239,-0.18691120290866506,0.05363686648811793,0.3917915431213197,1.0,,False
loop,0,96,0.4895833333333333,0.4479166666666667,0.051287783818428426,0.05101984406389433,0.041666666666666664,0.0643468417177689,-0.09375,0.17708333333333334,0.5270892568655381,1.0,,False
loop,1,96,0.375,0.4270833333333333,0.04966996338993914,0.05075048972770943,-0.052083333333333336,-0.08375166711556621,-0.1669270833333333,0.07291666666666667,0.41107977872331547,1.0,,False
loop,2,96,0.2708333333333333,0.4166666666666667,0.045593471241867974,0.050581414888907,-0.14583333333333334,-0.2307092660887342,-0.2708333333333333,-0.020833333333333332,0.026856695507524404,0.24171025956771963,,False
loop,3,96,0.10416666666666667,0.21875,0.03134124107007995,0.04241380578364351,-0.11458333333333333,-0.23952874925939413,-0.20833333333333334,-0.020833333333333332,0.02181011914372237,0.2181011914372237,,False
loop,4,96,0.041666666666666664,0.11458333333333333,0.020501747179860086,0.032679301843917166,-0.07291666666666667,-0.21943681487678965,-0.14583333333333334,-0.010416666666666666,0.034808478811867126,0.278467830494937,,False
loop,5,96,0.010416666666666666,0.041666666666666664,0.010416666666666668,0.020501747179860082,-0.03125,-0.13751085654881876,-0.08333333333333333,0.010416666666666666,0.17971249487899976,1.0,,False
loop,6,96,0.010416666666666666,0.08333333333333333,0.010416666666666668,0.028356543640780024,-0.07291666666666667,-0.2439188825570781,-0.13541666666666666,-0.020833333333333332,0.019630657257290667,0.21593722983019734,,False
loop,7,96,0.010416666666666666,0.010416666666666666,0.010416666666666668,0.010416666666666668,0.0,0.0,-0.03125,0.03125,1.0,1.0,,False
loop,8,96,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.014653652519550978,-0.010416666666666666,-0.058719890596663125,-0.052083333333333336,0.020833333333333332,0.5637028616507731,1.0,,False
loop,9,96,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,,False
loop,10,96,0.0,0.010416666666666666,0.0,0.010416666666666668,-0.010416666666666666,-0.10206207261596575,-0.03125,0.0,0.31731050786291415,1.0,,False
