judge,budget_gpu_h,select_metric,eval_metric,best_iter_a,best_iter_b,model_a,model_b,cum_gpu_h_a,cum_gpu_h_b,mean_a,mean_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,n_unique_pairs
gpt-4o-mini,16.17,MICI,MICI,1,2,PTOExp3_LA5_I1,GRPOExp3_LA5_I2,2.17,13.27,0.22243718478553035,0.22758187168720423,96,-0.005144686901673877,-0.017712967483883166,-0.05835375680388047,0.052281354839627994,0.8942172625174641,1.0,2
gpt-4o-mini,18.03,MICI,MICI,1,2,PTOExp3_LA5_I1,GRPOExp3_LA5_I2,2.17,13.27,0.22243718478553035,0.22758187168720423,96,-0.005144686901673877,-0.017712967483883166,-0.05835375680388047,0.052281354839627994,0.8942172625174641,1.0,2
gpt-4o-mini,19.68,MICI,MICI,1,2,PTOExp3_LA5_I1,GRPOExp3_LA5_I2,2.17,13.27,0.22243718478553035,0.22758187168720423,96,-0.005144686901673877,-0.017712967483883166,-0.05835375680388047,0.052281354839627994,0.8942172625174641,1.0,2
gpt-4o-mini,8.94,Q1Q2,MICI,4,1,PTOExp3_LA5_I4,GRPOExp3_LA5_I1,8.94,7.8,0.3257345343066314,0.22799043862969862,96,0.0977440956769328,0.3010531695071589,0.03257046618266954,0.16179115160320595,0.004106553905532966,0.02053276952766483,6
gpt-4o-mini,10.0,Q1Q2,MICI,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,10.0,7.8,0.3251298545156546,0.22799043862969862,96,0.09713941588595605,0.30658161178687315,0.034057413806181304,0.1614870593711238,0.002819257519692203,0.016915545118153217,6
gpt-4o-mini,12.7,Q1Q2,MICI,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,10.0,7.8,0.3251298545156546,0.22799043862969862,96,0.09713941588595605,0.30658161178687315,0.034057413806181304,0.1614870593711238,0.002819257519692203,0.016915545118153217,6
gpt-4o-mini,14.6,Q1Q2,MICI,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,14.6,13.27,0.2628899325111593,0.22758187168720423,96,0.03530806082395503,0.14007473381166613,-0.012412327670975162,0.08680127357194477,0.13410621705137385,0.13410621705137385,6
gpt-4o-mini,16.17,Q1Q2,MICI,8,2,PTOExp3_LA5_I8,GRPOExp3_LA5_I2,16.17,13.27,0.2901173282510882,0.22758187168720423,96,0.062535456563884,0.25862734533021137,0.016865278753248936,0.10964795607240331,0.006976758731700639,0.027907034926802556,6
gpt-4o-mini,18.03,Q1Q2,MICI,9,2,PTOExp3_LA5_I9,GRPOExp3_LA5_I2,18.03,13.27,0.2692849565921837,0.22758187168720423,96,0.0417030849049795,0.19109612567135026,-0.0017896126307866877,0.0874773916532838,0.02691339733757858,0.05382679467515716,6
gpt-4o-mini,19.68,Q1Q2,MICI,10,3,PTOExp3_LA5_I10,GRPOExp3_LA5_I3,19.68,18.31,0.2636857207387288,0.3078285534375898,96,-0.04414283269886102,-0.1604851211612654,-0.09643864567886663,0.013264528714051644,0.017844794763228436,0.05353438428968531,6
