judge,method,measure,iteration,mean_K0,mean_K5,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm
claude-haiku-4-5,GRPO,Goal,4,2.6223958333333335,2.6276041666666665,96,-0.005208333333333333,-0.006242898634573411,-0.16927083333333334,0.16666666666666666,0.7604694361591339,1.0
claude-haiku-4-5,GRPO,Goal,5,2.5364583333333335,2.5989583333333335,96,-0.0625,-0.07864410870073697,-0.22395833333333334,0.09635416666666667,0.49879602752442087,1.0
claude-haiku-4-5,GRPO,Task,0,2.3151041666666665,2.265625,96,0.049479166666666664,0.06814954683966915,-0.08854166666666667,0.19270833333333334,0.48223440031761033,1.0
claude-haiku-4-5,GRPO,Task,1,2.4635416666666665,2.4140625,96,0.049479166666666664,0.07123955854568999,-0.08854166666666667,0.19010416666666666,0.49058975751349787,1.0
claude-haiku-4-5,GRPO,Task,2,2.4947916666666665,2.5,96,-0.005208333333333333,-0.00569356289832606,-0.1875,0.16927083333333334,0.8875555822403043,1.0
claude-haiku-4-5,GRPO,Task,3,2.8723958333333335,2.9088541666666665,96,-0.036458333333333336,-0.0592274550945507,-0.15885416666666666,0.0859375,0.39464096391345616,1.0
claude-haiku-4-5,GRPO,Task,4,2.8046875,3.0052083333333335,96,-0.20052083333333334,-0.29821343954638113,-0.3307291666666667,-0.07024739583333368,0.004151563178116997,0.020757815890584987
claude-haiku-4-5,GRPO,Task,5,2.7083333333333335,2.9505208333333335,96,-0.2421875,-0.37123835931134924,-0.375,-0.11197916666666667,0.0011839443188516152,0.007103665913109691
claude-haiku-4-5,GRPO,WAI_total,0,2.222222222222222,2.1649305555555554,96,0.05729166666666666,0.09744668467213831,-0.056423611111111126,0.17536892361111098,0.5478737143686259,1.0
claude-haiku-4-5,GRPO,WAI_total,1,2.376736111111111,2.308159722222222,96,0.0685763888888889,0.10797599698396261,-0.054709201388888906,0.19184027777777776,0.35556664278280203,1.0
claude-haiku-4-5,GRPO,WAI_total,2,2.446180555555556,2.4383680555555554,96,0.007812499999999993,0.009557763258448001,-0.14759114583333333,0.16753472222222218,0.6387562238192809,1.0
claude-haiku-4-5,GRPO,WAI_total,3,2.8576388888888893,2.771701388888889,96,0.08593750000000001,0.17771537732086268,-0.009570312499999994,0.1796875,0.07874747173541743,0.4724848304125046
claude-haiku-4-5,GRPO,WAI_total,4,2.7795138888888893,2.8515625,96,-0.07204861111111109,-0.13041512482355272,-0.17534722222222218,0.037369791666666465,0.19906337530493734,0.7962535012197494
claude-haiku-4-5,GRPO,WAI_total,5,2.7005208333333335,2.8098958333333335,96,-0.10937499999999996,-0.1944851682942616,-0.2196180555555555,0.001736111111111126,0.11925262765388374,0.5962631382694187
