judge,K,iteration,metric,contrast,n,delta,dz,ci_lo,ci_hi,p,p_holm,p_holm_rubrics,favours
claude-haiku-4-5,5,4,CSQ-8,PTO_LA5_I4 − GRPO_LA5_I4,96,-0.14973958333333334,-0.23631060298672502,-0.2812825520833333,-0.029882812500000355,0.013909636049896305,0.06954818024948153,0.09736745234927413,GRPO
claude-haiku-4-5,5,5,CSQ-8,PTO_LA5_I5 − GRPO_LA5_I5,96,0.01953125,0.03203056237758572,-0.10286458333333333,0.1380533854166665,0.55289294448457,1.0,1.0,PTO
claude-haiku-4-5,5,0,MI-SAT,PTO_LA5_Base − GRPO_LA5_Base,96,0.024305555555555542,0.03463801010435562,-0.11983506944444447,0.171875,0.6158129441207625,1.0,1.0,PTO
claude-haiku-4-5,5,1,MI-SAT,PTO_LA5_I1 − GRPO_LA5_I1,96,-0.055555555555555546,-0.0694995036290019,-0.21354166666666666,0.09895833333333333,0.7068525951778742,1.0,1.0,GRPO
claude-haiku-4-5,5,2,MI-SAT,PTO_LA5_I2 − GRPO_LA5_I2,96,-0.06423611111111112,-0.0836502768118595,-0.21180555555555555,0.07812499999999999,0.4345028468050802,1.0,1.0,GRPO
claude-haiku-4-5,5,3,MI-SAT,PTO_LA5_I3 − GRPO_LA5_I3,96,-0.19444444444444442,-0.31619380502592037,-0.3177083333333333,-0.07465277777777776,0.009020517708788986,0.05412310625273392,0.04510258854394493,GRPO
claude-haiku-4-5,5,4,MI-SAT,PTO_LA5_I4 − GRPO_LA5_I4,96,-0.14756944444444445,-0.23524964779396781,-0.2708333333333333,-0.017361111111111133,0.018030369056880196,0.09015184528440098,0.10818221434128117,GRPO
claude-haiku-4-5,5,5,MI-SAT,PTO_LA5_I5 − GRPO_LA5_I5,96,-0.08680555555555558,-0.17685117463227623,-0.18233506944444453,0.0069444444444444,0.0888988224412732,0.3555952897650928,0.5333929346476391,GRPO
claude-haiku-4-5,5,0,MITI,PTO_LA5_Base − GRPO_LA5_Base,96,0.020833333333333332,0.041703264536407166,-0.07291666666666667,0.11197916666666667,0.6082491448361556,1.0,1.0,PTO
claude-haiku-4-5,5,1,MITI,PTO_LA5_I1 − GRPO_LA5_I1,96,-0.0390625,-0.06213965367598984,-0.1640625,0.0859375,0.5963469074665865,1.0,1.0,GRPO
claude-haiku-4-5,5,2,MITI,PTO_LA5_I2 − GRPO_LA5_I2,96,-0.125,-0.20029538997002214,-0.2474609375,-0.005208333333333333,0.033996281822865515,0.16998140911432758,0.30596653640578964,GRPO
claude-haiku-4-5,5,3,MITI,PTO_LA5_I3 − GRPO_LA5_I3,96,-0.13541666666666666,-0.27379136898515166,-0.234375,-0.036458333333333336,0.0099576041949748,0.0597456251698488,0.04510258854394493,GRPO
claude-haiku-4-5,5,4,MITI,PTO_LA5_I4 − GRPO_LA5_I4,96,-0.041666666666666664,-0.08522321832632246,-0.14322916666666666,0.0546875,0.5145535233475012,1.0,1.0,GRPO
claude-haiku-4-5,5,5,MITI,PTO_LA5_I5 − GRPO_LA5_I5,96,-0.010416666666666666,-0.02393756757647859,-0.09635416666666667,0.07291666666666667,0.8023919191306949,1.0,1.0,GRPO
claude-haiku-4-5,5,0,PCT,PTO_LA5_Base − GRPO_LA5_Base,96,0.016580975700883748,0.08529530618098931,-0.021624053094047423,0.05466940340809635,0.4717346721240395,1.0,1.0,PTO
claude-haiku-4-5,5,1,PCT,PTO_LA5_I1 − GRPO_LA5_I1,96,0.021307941912729736,0.10529937744111861,-0.01887542170420502,0.06080925840736447,0.4932883156503004,1.0,1.0,PTO
claude-haiku-4-5,5,2,PCT,PTO_LA5_I2 − GRPO_LA5_I2,96,-0.0027846647172094737,-0.012736842004717263,-0.044776211458409716,0.040784640905832455,0.49657305665412366,1.0,1.0,GRPO
claude-haiku-4-5,5,3,PCT,PTO_LA5_I3 − GRPO_LA5_I3,96,-0.040950991690702605,-0.21226400111618757,-0.07937716219073222,-0.005689694519189305,0.10859187168126662,0.6515512300875997,0.21718374336253324,GRPO
claude-haiku-4-5,5,4,PCT,PTO_LA5_I4 − GRPO_LA5_I4,96,-0.027771465753844777,-0.12958410126312667,-0.06956200910144335,0.015040689690042066,0.2415928183428625,1.0,0.7247784550285875,GRPO
claude-haiku-4-5,5,5,PCT,PTO_LA5_I5 − GRPO_LA5_I5,96,0.007342034338223257,0.0420006788364308,-0.0271666561524114,0.042534277277781384,0.4223134310662854,1.0,1.0,PTO
claude-haiku-4-5,5,0,MICI,PTO_LA5_Base − GRPO_LA5_Base,96,0.04384006333404384,0.09730636256314847,-0.0437917634483534,0.13034419421993554,0.33773229607973165,1.0,1.0,GRPO
claude-haiku-4-5,5,1,MICI,PTO_LA5_I1 − GRPO_LA5_I1,96,0.03514532658334608,0.08837912291650993,-0.04507024847286458,0.11642417862116079,0.31987925433467557,1.0,1.0,GRPO
claude-haiku-4-5,5,2,MICI,PTO_LA5_I2 − GRPO_LA5_I2,96,0.03771562879953561,0.09350217829397135,-0.03830532495457747,0.12108222653176787,0.2773670539955271,1.0,1.0,GRPO
claude-haiku-4-5,5,3,MICI,PTO_LA5_I3 − GRPO_LA5_I3,96,-0.020972533444675975,-0.0511780590830112,-0.1017107591903209,0.06392390862585447,0.7515199047784613,1.0,0.7515199047784613,PTO
claude-haiku-4-5,5,4,MICI,PTO_LA5_I4 − GRPO_LA5_I4,96,0.00400921857397325,0.010108768110112252,-0.08022501899986094,0.08265918476268909,0.8495711680076964,1.0,1.0,GRPO
claude-haiku-4-5,5,5,MICI,PTO_LA5_I5 − GRPO_LA5_I5,96,-0.025261162675118954,-0.058011701689543095,-0.10648113162591631,0.0624506054593247,0.32242154469069717,1.0,1.0,PTO
gpt-4o-mini,0,0,Q1Q2,PTO_LA0_Base − GRPO_LA0_Base,96,-0.06642156862745101,-0.06876080981721193,-0.2558440563725491,0.1351148897058823,0.8415883593591527,1.0,1.0,GRPO
gpt-4o-mini,0,1,Q1Q2,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.005453431372549024,-0.006045658477050359,-0.18071844362745107,0.16799172794117628,0.5500130060785566,1.0,1.0,GRPO
gpt-4o-mini,0,2,Q1Q2,PTO_LA0_I2 − GRPO_LA0_I2,96,0.10692401960784319,0.11272346165360611,-0.07764552696078429,0.2919914215686274,0.32286151012700226,1.0,1.0,PTO
gpt-4o-mini,0,3,Q1Q2,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.17855392156862746,-0.32768781771955563,-0.27953890931372555,-0.06732996323529417,0.0019385304639954722,0.01744677417595925,0.013569713247968306,GRPO
gpt-4o-mini,0,4,Q1Q2,PTO_LA0_I4 − GRPO_LA0_I4,96,0.003186274509803924,0.006491201706659464,-0.09897824754901964,0.10185355392156857,0.9502647036051666,1.0,1.0,PTO
gpt-4o-mini,0,5,Q1Q2,PTO_LA0_I5 − GRPO_LA0_I5,96,0.042708333333333376,0.07896656909354834,-0.0643474264705882,0.1465900735294117,0.49698766848926546,1.0,1.0,PTO
gpt-4o-mini,0,6,Q1Q2,PTO_LA0_I6 − GRPO_LA0_I6,96,0.18835784313725487,0.3238093541655932,0.07517003676470585,0.306078431372549,0.009825258853522017,0.06877681197465411,0.06877681197465411,PTO
gpt-4o-mini,0,7,Q1Q2,PTO_LA0_I7 − GRPO_LA0_I7,96,0.05502450980392152,0.09547663811295243,-0.06476868872549023,0.17058976715686272,0.21679432137374477,1.0,1.0,PTO
gpt-4o-mini,0,8,Q1Q2,PTO_LA0_I8 − GRPO_LA0_I8,96,0.13835784313725488,0.30590642668937357,0.055879289215686245,0.2318152573529411,0.004014363910516071,0.03211491128412857,0.0281005473736125,PTO
gpt-4o-mini,0,9,Q1Q2,PTO_LA0_I9 − GRPO_LA0_I9,96,0.4309436274509805,0.7732459462553513,0.3188403799019609,0.538235294117647,7.218820145251119e-10,7.218820145251119e-09,4.331292087150671e-09,PTO
gpt-4o-mini,0,10,Q1Q2,PTO_LA0_I10 − GRPO_LA0_I10,96,0.5071691176470589,0.7287306369635,0.3751148897058824,0.6448697916666666,5.941827490474056e-11,6.536010239521461e-10,4.753461992379244e-10,PTO
gpt-4o-mini,0,0,Q1,PTO_LA0_Base − GRPO_LA0_Base,96,-0.09791666666666675,-0.09764999233394435,-0.29375,0.10833333333333328,0.43682848456248435,1.0,1.0,GRPO
gpt-4o-mini,0,1,Q1,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.004166666666666675,-0.004506890467616225,-0.18541666666666667,0.1791666666666666,0.646544090895802,1.0,1.0,GRPO
gpt-4o-mini,0,2,Q1,PTO_LA0_I2 − GRPO_LA0_I2,96,0.1041666666666667,0.1043655167802821,-0.0895833333333333,0.29588541666666646,0.19229688954472457,1.0,1.0,PTO
gpt-4o-mini,0,3,Q1,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.2333333333333333,-0.3626253923007088,-0.3541666666666667,-0.10411458333333362,0.0007912765930280963,0.007121489337252866,0.00633021274422477,GRPO
gpt-4o-mini,0,4,Q1,PTO_LA0_I4 − GRPO_LA0_I4,96,0.002083333333333312,0.0034521140140496612,-0.12088541666666672,0.12291666666666667,0.8781330897337041,1.0,1.0,PTO
gpt-4o-mini,0,5,Q1,PTO_LA0_I5 − GRPO_LA0_I5,96,0.054166666666666675,0.09027997760910182,-0.06249999999999998,0.1708333333333333,0.2281255158899641,1.0,1.0,PTO
gpt-4o-mini,0,6,Q1,PTO_LA0_I6 − GRPO_LA0_I6,96,0.2333333333333333,0.34612326949486405,0.09999999999999998,0.3666666666666667,0.0012031358482326826,0.00962508678586146,0.010828222634094144,PTO
gpt-4o-mini,0,7,Q1,PTO_LA0_I7 − GRPO_LA0_I7,96,0.029166666666666643,0.041843070043698145,-0.11463541666666671,0.1667187499999997,0.3925214488306834,1.0,1.0,PTO
gpt-4o-mini,0,8,Q1,PTO_LA0_I8 − GRPO_LA0_I8,96,0.16458333333333336,0.2913305590294207,0.060416666666666674,0.27708333333333335,0.001677447204073689,0.011742130428515823,0.013419577632589512,PTO
gpt-4o-mini,0,9,Q1,PTO_LA0_I9 − GRPO_LA0_I9,96,0.5916666666666667,0.9055775065161247,0.4624479166666666,0.71875,1.353943970553802e-10,1.489338367609182e-09,1.2185495734984217e-09,PTO
gpt-4o-mini,0,10,Q1,PTO_LA0_I10 − GRPO_LA0_I10,96,0.5333333333333333,0.7075724426009867,0.3916666666666668,0.6854687499999998,5.211078034966375e-10,5.211078034966375e-09,3.6477546244764627e-09,PTO
gpt-4o-mini,0,0,Q2,PTO_LA0_Base − GRPO_LA0_Base,96,-0.03492647058823529,-0.03540016601854883,-0.227328431372549,0.17219669117647052,0.5559732562392876,1.0,1.0,GRPO
gpt-4o-mini,0,1,Q2,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.006740196078431379,-0.007033109829618361,-0.19368872549019614,0.1838235294117647,0.5488759875366331,1.0,1.0,GRPO
gpt-4o-mini,0,2,Q2,PTO_LA0_I2 − GRPO_LA0_I2,96,0.10968137254901965,0.11597690441798647,-0.07170649509803922,0.2959558823529412,0.4139285339892773,1.0,1.0,PTO
gpt-4o-mini,0,3,Q2,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.12377450980392153,-0.2420197096907761,-0.22610294117647056,-0.023881740196078416,0.03846019829348192,0.30768158634785536,0.15384079317392768,GRPO
gpt-4o-mini,0,4,Q2,PTO_LA0_I4 − GRPO_LA0_I4,96,0.004289215686274532,0.00959491938310547,-0.0876225490196078,0.09558823529411763,0.9225710109450361,1.0,1.0,PTO
gpt-4o-mini,0,5,Q2,PTO_LA0_I5 − GRPO_LA0_I5,96,0.03125000000000005,0.05844246301396565,-0.07352941176470583,0.13665747549019608,0.8903615712324268,1.0,1.0,PTO
gpt-4o-mini,0,6,Q2,PTO_LA0_I6 − GRPO_LA0_I6,96,0.1433823529411765,0.27360974044700387,0.03981311274509805,0.25061274509803916,0.02365161665535597,0.21286454989820375,0.11825808327677986,PTO
gpt-4o-mini,0,7,Q2,PTO_LA0_I7 − GRPO_LA0_I7,96,0.0808823529411765,0.15079682219831791,-0.023912377450980373,0.18567708333333327,0.1035275999422321,0.6211655996533926,0.8282207995378568,PTO
gpt-4o-mini,0,8,Q2,PTO_LA0_I8 − GRPO_LA0_I8,96,0.11213235294117653,0.2576519672384987,0.031847426470588254,0.19791666666666674,0.05997347609111931,0.4198143326378352,0.23989390436447725,PTO
gpt-4o-mini,0,9,Q2,PTO_LA0_I9 − GRPO_LA0_I9,96,0.2702205882352941,0.5116096108995021,0.16299019607843143,0.37133884803921563,7.313397100272415e-08,7.313397100272415e-07,1.9521353183849015e-07,PTO
gpt-4o-mini,0,10,Q2,PTO_LA0_I10 − GRPO_LA0_I10,96,0.4810049019607843,0.699718656981454,0.34741115196078426,0.617080269607843,2.205276282415854e-09,2.425803910657439e-08,1.3231657694495124e-08,PTO
gpt-4o-mini,0,0,WAI-SR,PTO_LA0_Base − GRPO_LA0_Base,96,-0.045138888888888874,-0.06752072790254667,-0.18144531249999996,0.08945312499999977,0.6092524475720329,1.0,1.0,GRPO
gpt-4o-mini,0,1,WAI-SR,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.08072916666666667,-0.11291318688457118,-0.22482638888888892,0.05646701388888865,0.3554896256013721,1.0,1.0,GRPO
gpt-4o-mini,0,2,WAI-SR,PTO_LA0_I2 − GRPO_LA0_I2,96,0.008680555555555552,0.0110771019859771,-0.14583333333333334,0.1623263888888889,0.8660846549264893,1.0,1.0,PTO
gpt-4o-mini,0,3,WAI-SR,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.16145833333333334,-0.270118652810669,-0.2830078125,-0.05121527777777779,0.016171074060111368,0.16171074060111368,0.09702644436066821,GRPO
gpt-4o-mini,0,4,WAI-SR,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.011284722222222257,-0.020228788614262947,-0.11892361111111116,0.09637586805555547,0.8394335175970924,1.0,1.0,GRPO
gpt-4o-mini,0,5,WAI-SR,PTO_LA0_I5 − GRPO_LA0_I5,96,0.05555555555555556,0.09395182495466103,-0.053841145833333354,0.175368923611111,0.3341433045370956,1.0,1.0,PTO
gpt-4o-mini,0,6,WAI-SR,PTO_LA0_I6 − GRPO_LA0_I6,96,0.10937500000000004,0.20075421511607391,-0.0008680555555555479,0.21009114583333327,0.09945395888796447,0.8950856299916803,0.2983618766638934,PTO
gpt-4o-mini,0,7,WAI-SR,PTO_LA0_I7 − GRPO_LA0_I7,96,0.007812500000000033,0.012541839246088414,-0.11460503472222222,0.1250434027777776,0.3578719925724202,1.0,1.0,PTO
gpt-4o-mini,0,8,WAI-SR,PTO_LA0_I8 − GRPO_LA0_I8,96,0.05034722222222222,0.08844468480173467,-0.057313368055555605,0.15972222222222224,0.3551990026970857,1.0,0.8503120251760778,PTO
gpt-4o-mini,0,9,WAI-SR,PTO_LA0_I9 − GRPO_LA0_I9,96,0.4479166666666667,0.7170189730657449,0.32723524305555557,0.5694661458333333,4.568338874014197e-09,5.025172761415616e-08,2.277032999879192e-08,PTO
gpt-4o-mini,0,10,WAI-SR,PTO_LA0_I10 − GRPO_LA0_I10,96,0.05902777777777779,0.11737399671739958,-0.038216145833333375,0.1614583333333334,0.24183947646783976,1.0,0.24183947646783976,PTO
gpt-4o-mini,0,0,CSQ-8,PTO_LA0_Base − GRPO_LA0_Base,96,0.022135416666666668,0.03163907570183866,-0.12112630208333333,0.17057291666666666,0.7989788423066981,1.0,1.0,PTO
gpt-4o-mini,0,1,CSQ-8,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.07552083333333333,-0.11533245009951046,-0.20315755208333333,0.05341796874999982,0.31950338459812755,1.0,1.0,GRPO
gpt-4o-mini,0,2,CSQ-8,PTO_LA0_I2 − GRPO_LA0_I2,96,0.01171875,0.015396739783169485,-0.13151041666666666,0.16145833333333334,0.6634317836038961,1.0,1.0,PTO
gpt-4o-mini,0,3,CSQ-8,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.13541666666666666,-0.22001156615651712,-0.2565104166666667,-0.020800781250000178,0.04275491383414736,0.3420393106731789,0.15384079317392768,GRPO
gpt-4o-mini,0,4,CSQ-8,PTO_LA0_I4 − GRPO_LA0_I4,96,0.0,0.0,-0.12503255208333333,0.12890625,0.8086989045744492,1.0,1.0,
gpt-4o-mini,0,5,CSQ-8,PTO_LA0_I5 − GRPO_LA0_I5,96,0.033854166666666664,0.05657686242506274,-0.08333333333333333,0.1484375,0.2734066085560093,1.0,1.0,PTO
gpt-4o-mini,0,6,CSQ-8,PTO_LA0_I6 − GRPO_LA0_I6,96,0.10677083333333333,0.19722213211352857,0.0064778645833333355,0.21223958333333334,0.06521977904468822,0.4565384533128175,0.26087911617875287,PTO
gpt-4o-mini,0,7,CSQ-8,PTO_LA0_I7 − GRPO_LA0_I7,96,0.044270833333333336,0.07114921306736305,-0.07685546875,0.16279296874999982,0.2232213794026745,1.0,1.0,PTO
gpt-4o-mini,0,8,CSQ-8,PTO_LA0_I8 − GRPO_LA0_I8,96,0.11588541666666667,0.21074146242225597,0.010416666666666666,0.22265625,0.019222558086789816,0.17300302278110835,0.1153353485207389,PTO
gpt-4o-mini,0,9,CSQ-8,PTO_LA0_I9 − GRPO_LA0_I9,96,0.4947916666666667,0.807313030956443,0.37890625,0.6184895833333334,5.027515324174047e-10,5.530266856591451e-09,3.5192607269218325e-09,PTO
gpt-4o-mini,0,10,CSQ-8,PTO_LA0_I10 − GRPO_LA0_I10,96,0.171875,0.3095435638561718,0.06640625,0.28125,0.0036550190504200716,0.03655019050420072,0.014620076201680286,PTO
gpt-4o-mini,0,0,MI-SAT,PTO_LA0_Base − GRPO_LA0_Base,96,-0.020833333333333325,-0.02409621985833009,-0.18923611111111108,0.15625,0.8559565976800224,1.0,1.0,GRPO
gpt-4o-mini,0,1,MI-SAT,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.0798611111111111,-0.09348237462277306,-0.25,0.08333333333333331,0.2972822602254419,1.0,1.0,GRPO
gpt-4o-mini,0,2,MI-SAT,PTO_LA0_I2 − GRPO_LA0_I2,96,0.015624999999999995,0.015409870750058268,-0.18229166666666666,0.21701388888888887,0.6476739190154559,1.0,1.0,PTO
gpt-4o-mini,0,3,MI-SAT,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.18402777777777782,-0.2370619372133705,-0.33515625000000004,-0.039930555555555615,0.025536869022062918,0.20429495217650334,0.1276843451103146,GRPO
gpt-4o-mini,0,4,MI-SAT,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.031250000000000014,-0.04127297806702203,-0.17539062500000002,0.1145833333333333,0.860942123114472,1.0,1.0,GRPO
gpt-4o-mini,0,5,MI-SAT,PTO_LA0_I5 − GRPO_LA0_I5,96,0.05034722222222218,0.06231866840824523,-0.10251736111111118,0.20833333333333326,0.2902393701432565,1.0,1.0,PTO
gpt-4o-mini,0,6,MI-SAT,PTO_LA0_I6 − GRPO_LA0_I6,96,0.22395833333333334,0.3042045321105123,0.07986111111111112,0.37152777777777773,0.00433041889490123,0.038973770054111075,0.03464335115920984,PTO
gpt-4o-mini,0,7,MI-SAT,PTO_LA0_I7 − GRPO_LA0_I7,96,0.02777777777777783,0.03335909415965118,-0.13198784722222215,0.18576388888888892,0.2748289116854994,1.0,1.0,PTO
gpt-4o-mini,0,8,MI-SAT,PTO_LA0_I8 − GRPO_LA0_I8,96,0.11284722222222227,0.15576610486367337,-0.03129340277777774,0.24830729166666649,0.044653552502943075,0.31257486752060154,0.22326776251471536,PTO
gpt-4o-mini,0,9,MI-SAT,PTO_LA0_I9 − GRPO_LA0_I9,96,0.5833333333333334,0.7662632934665659,0.4391927083333334,0.7395833333333334,3.550575753084556e-10,3.905633328393012e-09,2.840460602467645e-09,PTO
gpt-4o-mini,0,10,MI-SAT,PTO_LA0_I10 − GRPO_LA0_I10,96,0.17361111111111116,0.26682792815006834,0.05203993055555564,0.3020833333333334,0.0037066361370733125,0.037066361370733124,0.014620076201680286,PTO
gpt-4o-mini,0,0,MITI,PTO_LA0_Base − GRPO_LA0_Base,96,-0.09114583333333333,-0.10214636992599005,-0.2630208333333333,0.09121093749999964,0.8387214272636844,1.0,1.0,GRPO
gpt-4o-mini,0,1,MITI,PTO_LA0_I1 − GRPO_LA0_I1,96,0.0546875,0.05801998934173268,-0.125,0.23958333333333334,0.9178849841154149,1.0,1.0,PTO
gpt-4o-mini,0,2,MITI,PTO_LA0_I2 − GRPO_LA0_I2,96,0.0026041666666666665,0.002756146591084099,-0.17708333333333334,0.18235677083333296,0.8167512620109219,1.0,1.0,PTO
gpt-4o-mini,0,3,MITI,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.21875,-0.38121309863831615,-0.3307291666666667,-0.10677083333333333,0.00037827208355001004,0.0034044487519500903,0.0034044487519500903,GRPO
gpt-4o-mini,0,4,MITI,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.11458333333333333,-0.24304796935718245,-0.20572916666666666,-0.020833333333333332,0.033421147978548595,0.26736918382838876,0.30079033180693737,GRPO
gpt-4o-mini,0,5,MITI,PTO_LA0_I5 − GRPO_LA0_I5,96,0.020833333333333332,0.03781578663322751,-0.08600260416666666,0.1328125,0.5205760320134658,1.0,1.0,PTO
gpt-4o-mini,0,6,MITI,PTO_LA0_I6 − GRPO_LA0_I6,96,0.08072916666666667,0.14920292631870047,-0.03125,0.1875,0.19370652548844636,1.0,0.2983618766638934,PTO
gpt-4o-mini,0,7,MITI,PTO_LA0_I7 − GRPO_LA0_I7,96,-0.033854166666666664,-0.056421570437278676,-0.15891927083333332,0.07558593749999964,0.778693596818127,1.0,1.0,GRPO
gpt-4o-mini,0,8,MITI,PTO_LA0_I8 − GRPO_LA0_I8,96,-0.0625,-0.1054462605201242,-0.17708333333333334,0.0546875,0.2834373417253593,1.0,0.8503120251760778,GRPO
gpt-4o-mini,0,9,MITI,PTO_LA0_I9 − GRPO_LA0_I9,96,0.3046875,0.6438395759926779,0.20572916666666666,0.3984375,6.507117727949671e-08,7.157829500744638e-07,1.9521353183849015e-07,PTO
gpt-4o-mini,0,10,MITI,PTO_LA0_I10 − GRPO_LA0_I10,96,0.3515625,0.45862805458566125,0.2056640625,0.5104166666666666,2.190380044771878e-05,0.00021903800447718778,0.00010951900223859389,PTO
gpt-4o-mini,0,0,PCT,PTO_LA0_Base − GRPO_LA0_Base,96,0.001624874714918795,0.006940892321933978,-0.04480800407371951,0.046312892201999155,0.9776700865422393,1.0,1.0,PTO
gpt-4o-mini,0,1,PCT,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.021246986591045774,-0.08987625939126749,-0.06462683404849452,0.025655310572316542,0.33620318725561493,1.0,1.0,GRPO
gpt-4o-mini,0,2,PCT,PTO_LA0_I2 − GRPO_LA0_I2,96,-0.012070933946670082,-0.05459758263107578,-0.05617457132119898,0.030689929811591434,0.7031335151419257,1.0,1.0,GRPO
gpt-4o-mini,0,3,PCT,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.010215568289343778,-0.051896642323892066,-0.04997092677887009,0.026009605715223847,0.9594400980104747,1.0,0.9594400980104747,GRPO
gpt-4o-mini,0,4,PCT,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.014130448179340194,-0.06971497921078519,-0.053925027663620194,0.025598728850591234,0.7116629467140054,1.0,1.0,GRPO
gpt-4o-mini,0,5,PCT,PTO_LA0_I5 − GRPO_LA0_I5,96,0.03243250118975737,0.1549385355707331,-0.009098004776942475,0.0738433696815203,0.028301956872043482,0.25471761184839137,0.25471761184839137,PTO
gpt-4o-mini,0,6,PCT,PTO_LA0_I6 − GRPO_LA0_I6,96,0.03947442906179361,0.20439187478633544,0.002601836245593494,0.07814107604579013,0.11108730035455469,0.8886984028364375,0.2983618766638934,PTO
gpt-4o-mini,0,7,PCT,PTO_LA0_I7 − GRPO_LA0_I7,96,-0.00542398793062366,-0.024994111571960093,-0.047632991636644174,0.03627593605792297,0.9450691999536607,1.0,1.0,GRPO
gpt-4o-mini,0,8,PCT,PTO_LA0_I8 − GRPO_LA0_I8,96,0.0009567849992621174,0.004416145541039848,-0.04306972364812628,0.04196196116250228,0.9380731274401859,1.0,0.9380731274401859,PTO
gpt-4o-mini,0,9,PCT,PTO_LA0_I9 − GRPO_LA0_I9,96,0.16180145721796266,0.7263223867816784,0.11933276712107983,0.20608742350960085,4.554065999758384e-09,5.009472599734222e-08,2.277032999879192e-08,PTO
gpt-4o-mini,0,10,PCT,PTO_LA0_I10 − GRPO_LA0_I10,96,0.055979541265193354,0.287488712130187,0.019124329052825337,0.09433927941374608,0.0047827435623417945,0.047827435623417944,0.014620076201680286,PTO
gpt-4o-mini,0,0,MICI,PTO_LA0_Base − GRPO_LA0_Base,96,0.0018418663597081775,0.006132140821052323,-0.05842374790689514,0.061242442064036215,0.8989617952589328,1.0,1.0,GRPO
gpt-4o-mini,0,1,MICI,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.018342637199545094,-0.066846411798699,-0.06971918397878028,0.035025718251270925,0.5635657083334089,1.0,1.0,PTO
gpt-4o-mini,0,2,MICI,PTO_LA0_I2 − GRPO_LA0_I2,96,0.05083921944587285,0.19416055100675333,0.0016202588551875413,0.1056788548575446,0.10881689518307498,0.6117222092649733,0.9793520566476749,GRPO
gpt-4o-mini,0,3,MICI,PTO_LA0_I3 − GRPO_LA0_I3,96,0.02193567441911139,0.09037527237467495,-0.023862693755853676,0.07202524005947325,0.33043985070422077,1.0,0.6608797014084415,GRPO
gpt-4o-mini,0,4,MICI,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.03613739560841922,-0.16491591209778522,-0.07821543616203663,0.009707100661761529,0.10195370154416222,0.6117222092649733,0.8156296123532978,PTO
gpt-4o-mini,0,5,MICI,PTO_LA0_I5 − GRPO_LA0_I5,96,0.011670782289272747,0.046306649687453,-0.037862059056205294,0.06035411489789074,0.8226403771719693,1.0,1.0,GRPO
gpt-4o-mini,0,6,MICI,PTO_LA0_I6 − GRPO_LA0_I6,96,0.06335586634115835,0.24652822765866061,0.012048335916847666,0.11303085951598657,0.014095537624171307,0.09866876336919915,0.08457322574502785,GRPO
gpt-4o-mini,0,7,MICI,PTO_LA0_I7 − GRPO_LA0_I7,96,0.07091017661398519,0.25552852776943624,0.016073903471571973,0.12254722091825673,0.006925885617381125,0.055407084939049,0.062332970556430126,GRPO
gpt-4o-mini,0,8,MICI,PTO_LA0_I8 − GRPO_LA0_I8,96,-0.18637219798088522,-0.5735300305048288,-0.2465077419688254,-0.12205507152829072,6.816079738774991e-07,6.816079738774991e-06,6.134471764897492e-06,PTO
gpt-4o-mini,0,9,MICI,PTO_LA0_I9 − GRPO_LA0_I9,96,0.12089646274026111,0.40430043330284526,0.06495943017425576,0.17975989646864488,7.375545890827741e-05,0.0006637991301744967,7.375545890827741e-05,GRPO
gpt-4o-mini,0,10,MICI,PTO_LA0_I10 − GRPO_LA0_I10,96,-0.346263353300871,-0.989290073227094,-0.41359337437275956,-0.27532156321877466,3.7359003378202126e-13,4.1094903716022336e-12,3.3623103040381914e-12,PTO
gpt-4o-mini,5,0,Q1Q2,PTO_LA5_Base − GRPO_LA5_Base,96,0.040073529411764744,0.04152865966456886,-0.15388633578431368,0.22684129901960792,0.34103622127391653,0.8278584566239322,1.0,PTO
gpt-4o-mini,5,1,Q1Q2,PTO_LA5_I1 − GRPO_LA5_I1,96,-0.09074754901960785,-0.09452472416951214,-0.28145680147058827,0.10147824754901953,0.27595281887464407,0.8278584566239322,1.0,GRPO
gpt-4o-mini,5,2,Q1Q2,PTO_LA5_I2 − GRPO_LA5_I2,96,-0.12708333333333338,-0.13472797113976956,-0.30819393382352955,0.05533241421568619,0.18697464015384035,0.7478985606153614,1.0,GRPO
